cs_key,city_state,county_name,s_key,population,density,lat,lng,timezone,zips
23684,"Chugwater,WY",Platte,50,201,25,41.7558,-104.8229,America/Denver,82210
23685,"Haviland,OH",Paulding,35,201,197,41.0178,-84.5853,America/New_York,45851
23686,"Hull,GA",Madison,10,201,243,34.0155,-83.2939,America/New_York,30646
23687,"Alvord,IA",Lyon,15,201,282,43.3418,-96.3026,America/Chicago,51230
23688,"Stoutland,MO",Camden,25,201,128,37.8136,-92.5143,America/Chicago,65567
23689,"Grantville,KS",Jefferson,16,201,39,39.0807,-95.5569,America/Chicago,66617 66429
23690,"Samburg,TN",Obion,42,201,164,36.3823,-89.3533,America/Chicago,38254 38232
23691,"Keensburg,IL",Wabash,13,201,298,38.3517,-87.8683,America/Chicago,62863 62852
23692,"Des Lacs,ND",Ward,34,201,144,48.2564,-101.5636,America/Chicago,58733
23693,"Baileyville,KS",Nemaha,16,201,19,39.8419,-96.1828,America/Chicago,66404
23694,"Blanchard,ID",Bonner,12,201,52,48.0152,-116.9928,America/Los_Angeles,83804
23695,"Garfield,GA",Emanuel,10,201,98,32.6495,-82.0962,America/New_York,30425
23696,"Sobieski,MN",Morrison,23,201,19,45.923,-94.482,America/Chicago,56345
23697,"South Salem,OH",Ross,35,201,376,39.3373,-83.3066,America/New_York,45681
23698,"Nathalie,VA",Halifax,46,201,26,36.9381,-78.9422,America/New_York,24577
23699,"Danville,MD",Allegany,20,201,67,39.5124,-78.9184,America/New_York,21557
23700,"Gibson Flats,MT",Cascade,26,200,25,47.465,-111.243,America/Denver,59405
23701,"Koshkonong,MO",Oregon,25,200,441,36.5978,-91.646,America/Chicago,65692
23702,"Macedonia,AL",Pickens,1,200,19,33.4031,-88.2392,America/Chicago,35461
23703,"Tenstrike,MN",Beltrami,23,200,23,47.6603,-94.6843,America/Chicago,56683
23704,"Tokeland,WA",Pacific,47,200,150,46.709,-123.9839,America/Los_Angeles,98590
23705,"Sellers,SC",Marion,40,200,111,34.2823,-79.4723,America/New_York,29592
23706,"Mosby,MO",Clay,25,200,42,39.3165,-94.3094,America/Chicago,64068 64024 64073
23707,"Oakdale,IL",Washington,13,200,48,38.2648,-89.5035,America/Chicago,62268
23708,"Torreon,NM",Torrance,31,200,9,34.7241,-106.3008,America/Denver,87061 87016
23709,"La Paloma Ranchettes,TX",Starr,43,200,164,26.3148,-98.623,America/Chicago,78582
23710,"Blairsburg,IA",Hamilton,15,200,119,42.4784,-93.6428,America/Chicago,50034
23711,"Belvue,KS",Pottawatomie,16,200,628,39.2165,-96.179,America/Chicago,66407
23712,"Barkeyville,PA",Venango,38,200,23,41.1965,-79.9826,America/New_York,16127 16038
23713,"Parkersburg,IL",Richland,13,200,93,38.5891,-88.0568,America/Chicago,62452
23714,"Hallwood,VA",Accomack,46,200,326,37.8774,-75.5898,America/New_York,23359
23715,"Westcreek,CO",Douglas,6,200,63,39.1498,-105.1626,America/Denver,80135
23716,"Taylor,NE",Loup,27,200,295,41.7696,-99.3814,America/Chicago,68879
23717,"La Fayette,IL",Stark,13,200,408,41.1097,-89.9736,America/Chicago,61449
23718,"Norris,IL",Fulton,13,200,272,40.6258,-90.0321,America/Chicago,61553
23719,"Amasa,MI",Iron,22,200,19,46.2295,-88.4579,America/Menominee,49920 49903
23720,"Moore,TX",Frio,43,199,12,29.0574,-99.0068,America/Chicago,78057
23721,"Jacksonport,AR",Jackson,4,199,204,35.6422,-91.3079,America/Chicago,72112
23722,"Lyden,NM",Rio Arriba,31,199,34,36.1537,-106.0147,America/Denver,87582
23723,"Phillipsburg,MO",Laclede,25,199,96,37.5525,-92.7871,America/Chicago,65722
23724,"Wakulla,NC",Robeson,33,199,89,34.797,-79.256,America/New_York,28377 28364
23725,"Macy,IN",Miami,14,199,670,40.9582,-86.1288,America/Indiana/Indianapolis,46951
23726,"Lewellen,NE",Garden,27,199,207,41.3306,-102.1437,America/Denver,69147
23727,"Elkton,OR",Douglas,37,199,334,43.6378,-123.5687,America/Los_Angeles,97436
23728,"Autryville,NC",Sampson,33,199,147,34.9965,-78.6412,America/New_York,28318
23729,"Belspring,VA",Pulaski,46,199,80,37.1939,-80.6097,America/New_York,24058
23730,"Butters,NC",Bladen,33,199,52,34.5603,-78.8489,America/New_York,28320
23731,"Blodgett Mills,NY",Cortland,32,199,35,42.5665,-76.1329,America/New_York,13045 13738
23732,"Edenborn,PA",Fayette,38,199,198,39.882,-79.8877,America/New_York,15458
23733,"Hancocks Bridge,NJ",Salem,30,198,371,39.5046,-75.4612,America/New_York,08302 08038
23734,"Mount Sterling,WI",Crawford,49,198,53,43.3162,-90.9292,America/Chicago,54631 54645
23735,"Melvin,IA",Osceola,15,198,430,43.2864,-95.6086,America/Chicago,51350
23736,"Grayling,AK",Yukon-Koyukuk,2,198,6,62.8998,-160.1078,America/Anchorage,99590
23737,"Kellyton,AL",Coosa,1,198,79,32.9791,-86.0358,America/Chicago,35089
23738,"Barnard,MO",Nodaway,25,198,505,40.1755,-94.8233,America/Chicago,64423
23739,"Independence,UT",Wasatch,44,198,2,40.4108,-111.2958,America/Denver,84032
23740,"Peterson,MN",Fillmore,23,198,160,43.7868,-91.8333,America/Chicago,55962
23741,"Thompsonville,TX",Jim Hogg,43,198,19,27.26,-98.7847,America/Chicago,78361
23742,"Caney,OK",Atoka,36,198,94,34.2356,-96.217,America/Chicago,74533
23743,"Big Creek,CA",Fresno,5,198,166,37.2036,-119.2486,America/Los_Angeles,93605 93634
23744,"Oakwood,MO",Clay,25,198,387,39.2005,-94.5704,America/Chicago,64118
23745,"Fordville,ND",Walsh,34,198,75,48.2166,-97.7954,America/Chicago,58231
23746,"Goodlow,TX",Navarro,43,198,74,32.1091,-96.2152,America/Chicago,75144
23747,"Silver Creek,MS",Lawrence,24,198,51,31.6049,-90.0022,America/Chicago,39663
23748,"Jeff,KY",Perry,17,198,101,37.2093,-83.1395,America/New_York,41751 41774
23749,"Westgate,IA",Fayette,15,198,215,42.7682,-91.9956,America/Chicago,50681
23750,"Aucilla,FL",Jefferson,9,198,38,30.477,-83.7604,America/New_York,32344
23751,"Batchtown,IL",Calhoun,13,198,41,39.0332,-90.6533,America/Chicago,62006
23752,"Burbank,OH",Wayne,35,198,214,40.9862,-81.9949,America/New_York,44214
23753,"Cañon,NM",Sandoval,31,198,4,35.6718,-106.7527,America/Denver,87024
23754,"Lebanon,KS",Smith,16,198,237,39.8102,-98.5573,America/Chicago,66952
23755,"Ellsworth,IL",McLean,13,198,352,40.4496,-88.7161,America/Chicago,61737
23756,"Loachapoka,AL",Lee,1,198,67,32.6049,-85.5948,America/Chicago,36832 36865
23757,"Bienville,LA",Bienville,18,198,6,32.3618,-92.9788,America/Chicago,71008
23758,"North Robinson,OH",Crawford,35,198,718,40.7924,-82.8568,America/New_York,44856 44827
23759,"Ewing,VA",Lee,46,198,20,36.6381,-83.4291,America/New_York,24248
23760,"Taylorsville,CA",Plumas,5,198,23,40.0586,-120.8387,America/Los_Angeles,95983
23761,"Bay Center,WA",Pacific,47,198,81,46.6211,-123.9533,America/Los_Angeles,98527
23762,"Petrolia,PA",Butler,38,198,192,41.0216,-79.7168,America/New_York,16050
23763,"Fountain,MI",Mason,22,198,74,44.0484,-86.181,America/Detroit,49410
23764,"Trenton,SC",Edgefield,40,198,60,33.7401,-81.8404,America/New_York,29847
23765,"New Edinburg,AR",Cleveland,4,198,24,33.7565,-92.2401,America/Chicago,71660
23766,"Paint Rock,AL",Jackson,1,197,175,34.6602,-86.3307,America/Chicago,35764 35776
23767,"Pittsburg,OK",Pittsburg,36,197,161,34.7116,-95.8502,America/Chicago,74560
23768,"Mill Shoals,IL",White,13,197,99,38.2496,-88.3457,America/Chicago,62862 62809
23769,"Broaddus,TX",San Augustine,43,197,203,31.3051,-94.2699,America/Chicago,75929
23770,"Oakwood Park,MO",Clay,25,197,1133,39.2047,-94.5738,America/Chicago,64118
23771,"Fishing Creek,MD",Dorchester,20,197,72,38.3357,-76.2238,America/New_York,21634 21622
23772,"Vaughnsville,OH",Putnam,35,197,444,40.8814,-84.1458,America/New_York,45830
23773,"Eland,WI",Shawano,49,197,34,44.867,-89.209,America/Chicago,54427
23774,"Coffee Creek,CA",Trinity,5,197,6,41.0802,-122.7136,America/Los_Angeles,96091
23775,"Waterloo,AL",Lauderdale,1,197,101,34.9173,-88.0654,America/Chicago,35677
23776,"O'Kean,AR",Randolph,4,197,74,36.1715,-90.8183,America/Chicago,72449 72476
23777,"Marquand,MO",Madison,25,197,319,37.4287,-90.167,America/Chicago,63655
23778,"Altona,IN",DeKalb,14,197,375,41.3522,-85.1526,America/Indiana/Indianapolis,46738
23779,"Harrells,NC",Sampson,33,197,24,34.7279,-78.2015,America/New_York,28444
23780,"Garden Grove,IA",Decatur,15,197,109,40.8264,-93.6073,America/Chicago,50103
23781,"Lilly,GA",Dooly,10,197,126,32.1465,-83.8775,America/New_York,31051 31092
23782,"Scotia,SC",Hampton,40,197,24,32.6805,-81.2433,America/New_York,29939
23783,"Blencoe,IA",Monona,15,197,100,41.9303,-96.0822,America/Chicago,51523
23784,"Providence,AL",Marengo,1,197,43,32.3424,-87.7762,America/Chicago,36748 36742
23785,"Holland,MO",Pemiscot,25,197,456,36.057,-89.8706,America/Chicago,63853
23786,"Glen Jean,WV",Fayette,48,197,336,37.9271,-81.1532,America/New_York,25846
23787,"Bradley,SC",Greenwood,40,197,9,34.0391,-82.2436,America/New_York,29819
23788,"Bear Valley,CA",Mariposa,5,197,10,37.5671,-120.1229,America/Los_Angeles,95338
23789,"Meire Grove,MN",Stearns,23,197,195,45.6264,-94.8694,America/Chicago,56352
23790,"Sugar Mountain,NC",Avery,33,197,31,36.127,-81.8649,America/New_York,28604
23791,"Tyro,KS",Montgomery,16,197,146,37.0375,-95.8212,America/Chicago,67364
23792,"Iola,PA",Columbia,38,197,280,41.1319,-76.5305,America/New_York,17846
23793,"Pecan Gap,TX",Delta,43,197,121,33.4382,-95.8519,America/Chicago,75469
23794,"Pine Glen,PA",Centre,38,197,425,41.0888,-78.0579,America/New_York,16845
23795,"Raemon,NC",Robeson,33,197,17,34.6229,-79.3491,America/New_York,28364
23796,"Summit Station,PA",Schuylkill,38,197,69,40.5615,-76.1996,America/New_York,17979
23797,"Newton Hamilton,PA",Mifflin,38,197,490,40.3926,-77.8354,America/New_York,17075 17066
23798,"Mount Cory,OH",Hancock,35,196,197,40.9348,-83.8235,America/New_York,45868
23799,"Spillertown,IL",Williamson,13,196,218,37.7641,-88.9195,America/Chicago,62959
23800,"Frederick,SD",Brown,41,196,194,45.832,-98.5069,America/Chicago,57441
23801,"Dalton,WI",Green Lake,49,196,168,43.6562,-89.2069,America/Chicago,53926
23802,"Mitchellville,TN",Sumner,42,196,140,36.6344,-86.54,America/Chicago,37148 37119
23803,"Eureka,NC",Wayne,33,196,221,35.5413,-77.8762,America/New_York,27830
23804,"Trumbull,NE",Clay,27,196,175,40.6801,-98.2734,America/Chicago,68980
23805,"Radar Base,TX",Maverick,43,196,68,28.8568,-100.5336,America/Chicago,78852
23806,"Volga,IA",Clayton,15,196,96,42.8027,-91.5423,America/Chicago,52077
23807,"Zanesfield,OH",Logan,35,196,713,40.3387,-83.6779,America/New_York,43311 43360
23808,"Plessis,NY",Jefferson,32,196,218,44.2735,-75.8575,America/New_York,13675 13656 13691
23809,"Sugartown,LA",Beauregard,18,196,38,30.8401,-93.0123,America/Chicago,70634 70662
23810,"Edwardsville,AL",Cleburne,1,196,4,33.8411,-85.4523,America/Chicago,36262 36272 36261
23811,"Baylis,IL",Pike,13,196,160,39.7294,-90.9094,America/Chicago,62314
23812,"Glenview Manor,KY",Jefferson,17,196,882,38.2907,-85.6333,America/New_York,40222
23813,"Hancock,IA",Pottawattamie,15,196,107,41.3924,-95.3636,America/Chicago,51536
23814,"Peck,ID",Nez Perce,12,196,299,46.4747,-116.4262,America/Los_Angeles,83545
23815,"Marklesburg,PA",Huntingdon,38,196,73,40.3821,-78.1697,America/New_York,16657
23816,"Ramos,TX",Starr,43,196,2473,26.428,-99.027,America/Chicago,78584
23817,"Fulton,AR",Hempstead,4,195,431,33.6126,-93.8137,America/Chicago,71838
23818,"Russellville,SC",Berkeley,40,195,20,33.397,-79.9637,America/New_York,29479 29476
23819,"Donnellson,IL",Montgomery,13,195,230,39.0307,-89.4745,America/Chicago,62019
23820,"Burket,IN",Kosciusko,14,195,1055,41.155,-85.9687,America/Indiana/Indianapolis,46508
23821,"Shumway,IL",Effingham,13,195,226,39.1834,-88.6532,America/Chicago,62461
23822,"Okabena,MN",Jackson,23,195,337,43.7391,-95.3165,America/Chicago,56161
23823,"Edgar Springs,MO",Phelps,25,195,160,37.7026,-91.8661,America/Chicago,65462
23824,"Neck City,MO",Jasper,25,195,191,37.2549,-94.4449,America/Chicago,64849
23825,"Hendersonville,PA",Washington,38,195,188,40.3007,-80.1582,America/New_York,15317 15339
23826,"Cerro Gordo,NC",Columbus,33,195,95,34.3226,-78.9286,America/New_York,28430
23827,"Cokesbury,SC",Greenwood,40,195,126,34.29,-82.2087,America/New_York,29653
23828,"Norwood,MI",Charlevoix,22,195,37,45.2239,-85.3791,America/Detroit,49720
23829,"Scraper,OK",Cherokee,36,195,14,35.9642,-94.8912,America/Chicago,74464
23830,"Winifred,MT",Fergus,26,195,143,47.5621,-109.3773,America/Denver,59489
23831,"Munich,ND",Cavalier,34,195,52,48.6729,-98.8385,America/Chicago,58352
23832,"Newtonia,MO",Newton,25,195,230,36.8792,-94.1836,America/Chicago,64866 64853
23833,"Epworth,GA",Fannin,10,195,72,34.951,-84.3809,America/New_York,30541 30513
23834,"Montrose,IL",Effingham,13,195,109,39.1659,-88.3776,America/Chicago,62445
23835,"Eden,WY",Sweetwater,50,195,5,42.0601,-109.4391,America/Denver,82932
23836,"Lincolnville,PA",Crawford,38,195,280,41.7902,-79.8381,America/New_York,16438 16404
23837,"Nash,OK",Grant,36,194,229,36.6648,-98.0521,America/Chicago,73761
23838,"Jonesville,IN",Bartholomew,14,194,528,39.0598,-85.8878,America/Indiana/Indianapolis,47201 47247
23839,"Woodburn,IA",Clarke,15,194,117,41.0109,-93.5963,America/Chicago,50275
23840,"Wentworth,SD",Lake,41,194,294,43.997,-96.9646,America/Chicago,57075
23841,"Rembrandt,IA",Buena Vista,15,194,318,42.8257,-95.1656,America/Chicago,50576
23842,"Opdyke West,TX",Hockley,43,194,333,33.5927,-102.3006,America/Chicago,79336
23843,"Baileys Harbor,WI",Door,49,194,44,45.0659,-87.133,America/Chicago,54202
23844,"Millersburg,MI",Presque Isle,22,194,75,45.3344,-84.0601,America/Detroit,49759
23845,"Ruthville,ND",Ward,34,194,490,48.3708,-101.3003,America/Chicago,58703
23846,"Arthur,IA",Ida,15,194,492,42.3353,-95.3469,America/Chicago,51431
23847,"Nelson,MN",Douglas,23,194,113,45.8865,-95.2648,America/Chicago,56355
23848,"Rosewood,OH",Champaign,35,194,55,40.2174,-83.9635,America/New_York,45317 43318 43070
23849,"Holbrook,NE",Furnas,27,194,464,40.3047,-100.0099,America/Chicago,68948
23850,"Port Wing,WI",Bayfield,49,194,65,46.7757,-91.3806,America/Chicago,54865
23851,"Woodside,DE",Kent,8,193,527,39.0712,-75.5667,America/New_York,19943 19904 19980
23852,"Caledonia,IL",Boone,13,193,72,42.3686,-88.8939,America/Chicago,61011
23853,"Poneto,IN",Wells,14,193,649,40.6568,-85.2225,America/Indiana/Indianapolis,46781
23854,"Munjor,KS",Ellis,16,193,32,38.8089,-99.2674,America/Chicago,67601
23855,"Mission Woods,KS",Johnson,16,193,838,39.0342,-94.6107,America/Chicago,66205
23856,"Hortonville,NY",Sullivan,32,193,98,41.7661,-75.0221,America/New_York,12723 12745
23857,"Hollis,AK",Prince of Wales-Hyder,2,193,1,55.5113,-132.7023,America/Sitka,99921
23858,"Lincolnville,KS",Marion,16,193,331,38.4943,-96.9614,America/Chicago,66858
23859,"South Haven,MN",Wright,23,193,117,45.2927,-94.2174,America/Chicago,55382
23860,"Tipton,KS",Mitchell,16,193,295,39.3395,-98.4709,America/Chicago,67485
23861,"Homer,MN",Winona,23,193,62,44.0084,-91.5601,America/Chicago,55987
23862,"Lowrys,SC",Chester,40,193,23,34.804,-81.2372,America/New_York,29706
23863,"Yolo,CA",Yolo,5,193,54,38.7405,-121.8093,America/Los_Angeles,95697 95695
23864,"Inger,MN",Itasca,23,193,39,47.558,-93.9794,America/Chicago,56636
23865,"Tonto Village,AZ",Gila,3,193,222,34.3198,-111.1394,America/Phoenix,85541
23866,"Mellott,IN",Fountain,14,193,217,40.1641,-87.1488,America/Indiana/Indianapolis,47958
23867,"Okahumpka,FL",Lake,9,193,302,28.7459,-81.8962,America/New_York,34762
23868,"Onslow,IA",Jones,15,193,330,42.1073,-91.0153,America/Chicago,52321
23869,"Gilbertown,AL",Choctaw,1,193,95,31.8758,-88.3195,America/Chicago,36908
23870,"Beecher Falls,VT",Essex,45,193,59,45.009,-71.4935,America/New_York,05903 05902
23871,"Kahlotus,WA",Franklin,47,193,196,46.6433,-118.556,America/Los_Angeles,99335
23872,"Atwood,CO",Logan,6,193,72,40.5503,-103.2746,America/Denver,80722
23873,"Dunbar,NE",Otoe,27,193,323,40.6687,-96.0309,America/Chicago,68346
23874,"Copemish,MI",Manistee,22,193,79,44.4804,-85.9242,America/Detroit,49625
23875,"Union,NH",Carroll,29,193,239,43.4912,-71.0231,America/New_York,3887
23876,"Scotland,IN",Greene,14,192,128,38.909,-86.9048,America/Indiana/Indianapolis,47457
23877,"Union Center,WI",Juneau,49,192,89,43.6826,-90.2634,America/Chicago,53968 53962
23878,"Patch Grove,WI",Grant,49,192,195,42.9406,-90.9724,America/Chicago,53817 53804
23879,"Edgefield,LA",Red River,18,192,298,32.0501,-93.336,America/Chicago,71019
23880,"Enville,TN",Chester,42,192,51,35.3911,-88.4303,America/Chicago,38332
23881,"Haralson,GA",Coweta,10,192,95,33.2285,-84.569,America/New_York,30276 30229
23882,"Pittsboro,MS",Calhoun,24,192,75,33.94,-89.3373,America/Chicago,38951
23883,"Leota,MN",Nobles,23,192,54,43.8292,-96.0231,America/Chicago,56128 56153
23884,"Fort Bidwell,CA",Modoc,5,192,23,41.8629,-120.1589,America/Los_Angeles,96112
23885,"Harpster,OH",Wyandot,35,192,37,40.7384,-83.2502,America/New_York,43323
23886,"Callensburg,PA",Clarion,38,192,512,41.1258,-79.5577,America/New_York,16213
23887,"Beason,IL",Logan,13,192,118,40.1423,-89.1951,America/Chicago,62512
23888,"Bloomington,MD",Garrett,20,192,119,39.4794,-79.0769,America/New_York,21523
23889,"Queets,WA",Grays Harbor,47,192,53,47.5314,-124.3385,America/Los_Angeles,98331
23890,"Winterhaven,CA",Imperial,5,192,304,32.7372,-114.6378,America/Phoenix,92283
23891,"Reader,AR",Ouachita,4,192,31,33.7518,-93.1009,America/Chicago,71857 71726
23892,"Woody Creek,CO",Pitkin,6,192,121,39.2708,-106.8883,America/Denver,81656 81611
23893,"Hooppole,IL",Henry,13,191,198,41.5218,-89.914,America/Chicago,61258
23894,"Stockton,IA",Muscatine,15,191,679,41.5909,-90.8566,America/Chicago,52769
23895,"Newry,SC",Oconee,40,191,249,34.724,-82.9141,America/New_York,29672 29665
23896,"Pickrell,NE",Gage,27,191,686,40.3782,-96.7294,America/Chicago,68422
23897,"Farrell,MS",Coahoma,24,191,56,34.2617,-90.675,America/Chicago,38630 38614
23898,"Tomales,CA",Marin,5,191,222,38.247,-122.9054,America/Los_Angeles,94971
23899,"Franklin,AR",Izard,4,191,34,36.1727,-91.7697,America/Chicago,72536
23900,"Moscow,OH",Clermont,35,191,201,38.86,-84.2281,America/New_York,45153
23901,"Sheyenne,ND",Eddy,34,191,492,47.8274,-99.1168,America/Chicago,58374
23902,"Dunn Center,ND",Dunn,34,191,188,47.3527,-102.6233,America/Denver,58626
23903,"Garey,CA",Santa Barbara,5,191,58,34.8869,-120.3141,America/Los_Angeles,93454
23904,"Breedsville,MI",Van Buren,22,191,113,42.3489,-86.0718,America/Detroit,49056 49027
23905,"Iron Horse,CA",Plumas,5,191,9,39.7805,-120.4823,America/Los_Angeles,96122
23906,"Iron Post,OK",Mayes,36,191,27,36.1558,-95.1353,America/Chicago,74352
23907,"Rail Road Flat,CA",Calaveras,5,191,2,38.3168,-120.491,America/Los_Angeles,95245 95248
23908,"Wimbledon,ND",Barnes,34,191,118,47.1691,-98.4586,America/Chicago,58492
23909,"Dwight,NE",Butler,27,191,300,41.0827,-97.0191,America/Chicago,68635
23910,"Forada,MN",Douglas,23,190,145,45.7884,-95.3567,America/Chicago,56308
23911,"Friendship,AR",Hot Spring,4,190,103,34.2243,-93.0037,America/Chicago,71923
23912,"Kamrar,IA",Hamilton,15,190,85,42.3898,-93.728,America/Chicago,50132
23913,"Allen,MI",Hillsdale,22,190,422,41.9584,-84.7673,America/Detroit,49227
23914,"Laredo,MO",Grundy,25,190,266,40.0261,-93.4479,America/Chicago,64652
23915,"Eunola,AL",Geneva,1,190,40,31.0326,-85.8409,America/Chicago,36340
23916,"Sunset,AR",Crittenden,4,190,280,35.224,-90.2057,America/Chicago,72364
23917,"Drakesville,IA",Davis,15,190,298,40.7984,-92.4814,America/Chicago,52552
23918,"Exeland,WI",Sawyer,49,190,61,45.667,-91.2426,America/Chicago,54835
23919,"Little York,IN",Washington,14,190,74,38.6993,-85.9045,America/Indiana/Indianapolis,47170
23920,"Steptoe,WA",Whitman,47,190,33,47.0075,-117.3502,America/Los_Angeles,99111 99174
23921,"Gilliam,MO",Saline,25,190,295,39.2327,-93.0041,America/Chicago,65330
23922,"Long Creek,OR",Grant,37,190,71,44.7142,-119.1043,America/Los_Angeles,97856
23923,"Starr,SC",Anderson,40,190,48,34.3774,-82.6954,America/New_York,29684
23924,"Amador City,CA",Amador,5,190,236,38.419,-120.8232,America/Los_Angeles,95601 95685
23925,"Bremen,KY",Muhlenberg,17,190,354,37.3623,-87.2201,America/Chicago,42325 42330
23926,"West Leipsic,OH",Putnam,35,190,294,41.1053,-84.0011,America/New_York,45856
23927,"Morganville,KS",Clay,16,190,216,39.4666,-97.2038,America/Chicago,67468
23928,"Dixie,WA",Walla Walla,47,190,135,46.1392,-118.148,America/Los_Angeles,99329 99361
23929,"Buford,OH",Highland,35,190,49,39.072,-83.8393,America/New_York,45154 45171
23930,"Radnor,OH",Delaware,35,190,101,40.3852,-83.1459,America/New_York,43066
23931,"Fort Apache,AZ",Navajo,3,189,64,33.7907,-109.9873,America/Phoenix,85926
23932,"Diamond Beach,NJ",Cape May,30,189,437,38.9587,-74.852,America/New_York,8260
23933,"Big Bay,MI",Marquette,22,189,19,46.8148,-87.6995,America/Detroit,49855 49808
23934,"Wawona,CA",Mariposa,5,189,11,37.5482,-119.6395,America/Los_Angeles,95389
23935,"Hughesville,MO",Pettis,25,189,630,38.8369,-93.2952,America/Chicago,65334
23936,"Bolckow,MO",Andrew,25,189,224,40.1153,-94.8211,America/Chicago,64427
23937,"Beattie,KS",Marshall,16,189,318,39.8624,-96.4178,America/Chicago,66406
23938,"Atmautluak,AK",Bethel,2,189,120,60.8622,-162.2858,America/Nome,99559
23939,"Mooreton,ND",Richland,34,189,273,46.269,-96.8758,America/Chicago,58061
23940,"Greenway,AR",Clay,4,189,280,36.3406,-90.2223,America/Chicago,72430
